,Cidade,Estado,Forma,Data,Hora,Dias_da_Semana,Dia,Mês
34678,Comstock,MI,Disk,10/6/04,20:30,Quarta-feira,6,10
34679,Flint,MI,Sphere,10/2/04,12:30,Sábado,2,10
34680,Sidney,MI,Sphere,10/1/04,23:00,Sexta-feira,1,10
34681,Clio,MI,Triangle,11/22/04,19:30,Segunda-feira,22,11
34682,St. Joseph,MI,Cylinder,11/15/04,13:00,Segunda-feira,15,11
34683,Battle Creek,MI,Light,11/7/04,16:22,Domingo,7,11
34684,Flat Rock,MI,Circle,11/5/04,19:00,Sexta-feira,5,11
34685,Brohman,MI,Light,11/2/04,20:00,Terça-feira,2,11
34686,Rockford,MI,Oval,12/29/04,15:30,Quarta-feira,29,12
34687,Tecumseh,MI,Light,12/19/04,17:00,Domingo,19,12
34688,Frankenmuth,MI,Triangle,12/14/04,22:00,Terça-feira,14,12
34689,Brooklyn,MI,Light,12/14/04,05:15,Terça-feira,14,12
34690,Adrian,MI,Triangle,12/10/04,20:00,Sexta-feira,10,12
34691,Howell,MI,Flash,1/16/05,08:00,Domingo,16,1
34692,Riverview,MI,Rectangle,1/15/05,14:30,Sábado,15,1
34693,Barryton,MI,Circle,1/10/05,19:18,Segunda-feira,10,1
34694,Croswell,MI,Triangle,1/1/05,21:30,Sábado,1,1
34695,Ann Arbor,MI,Circle,2/27/05,07:00,Domingo,27,2
34696,Southfield,MI,Triangle,2/21/05,18:30,Segunda-feira,21,2
34697,Almont,MI,Light,2/12/05,18:55,Sábado,12,2
34698,Brooklyn (Lake Columbia area),MI,Light,3/22/05,22:45,Terça-feira,22,3
34699,Waterford,MI,Circle,3/19/05,21:35,Sábado,19,3
34700,Holland,MI,Circle,3/13/05,00:00,Domingo,13,3
34701,Holland,MI,Sphere,3/3/05,21:30,Quinta-feira,3,3
34702,Rockford,MI,Circle,3/1/05,22:00,Terça-feira,1,3
34703,Rose City,MI,Light,4/25/05,22:30,Segunda-feira,25,4
34704,Flint,MI,Light,4/21/05,22:05,Quinta-feira,21,4
34705,Ishpeming,MI,Triangle,4/3/05,22:29,Domingo,3,4
34706,Petoskey,MI,Sphere,4/1/05,07:30,Sexta-feira,1,4
34707,Lake Leelanau,MI,Light,5/31/05,02:00,Terça-feira,31,5
34708,Orchard Lake,MI,Light,5/23/05,22:00,Segunda-feira,23,5
34709,Romulus,MI,Circle,5/20/05,14:30,Sexta-feira,20,5
34710,Troy,MI,Light,5/15/05,05:00,Domingo,15,5
34711,Troy/Rochester Hills,MI,Triangle,5/5/05,22:00,Quinta-feira,5,5
34712,Portage,MI,Sphere,5/5/05,14:00,Quinta-feira,5,5
34713,Rochester,MI,Triangle,5/1/05,03:38,Domingo,1,5
34714,Harbor Springs,MI,Light,6/29/05,22:15,Quarta-feira,29,6
34715,LaSalle,MI,Oval,6/27/05,04:30,Segunda-feira,27,6
34716,Milan,MI,Disk,6/25/05,04:30,Sábado,25,6
34717,Wayland,MI,Light,6/8/05,10:25,Quarta-feira,8,6
34718,Shelby Township,MI,Changing,6/5/05,00:44,Domingo,5,6
34719,Mayville,MI,Light,7/29/05,22:00,Sexta-feira,29,7
34720,Bay City,MI,Disk,7/23/05,01:56,Sábado,23,7
34721,St. Joseph,MI,Light,7/21/05,11:03,Quinta-feira,21,7
34722,Erie,MI,Light,7/18/05,00:30,Segunda-feira,18,7
34723,Hudsonville,MI,Oval,7/16/05,14:30,Sábado,16,7
34724,Zeeland,MI,Cylinder,7/15/05,16:00,Sexta-feira,15,7
34725,Wilderness State Park,MI,Light,7/9/05,23:30,Sábado,9,7
34726,Traverse City,MI,Triangle,7/5/05,23:45,Terça-feira,5,7
34727,Grand Rapids,MI,Formation,8/29/05,00:30,Segunda-feira,29,8
34728,Presque Isle,MI,Light,8/22/05,19:42,Segunda-feira,22,8
34729,Detroit area,MI,Circle,8/20/05,22:00,Sábado,20,8
34730,Grand Rapids,MI,Light,8/19/05,21:50,Sexta-feira,19,8
34731,Waterford,MI,Triangle,8/15/05,23:00,Segunda-feira,15,8
34732,Lake City,MI,Disk,8/10/05,23:46,Quarta-feira,10,8
34733,Lapeer,MI,Light,9/30/05,01:00,Sexta-feira,30,9
34734,Bay City,MI,Triangle,9/26/05,23:48,Segunda-feira,26,9
34735,Holland,MI,Triangle,9/26/05,09:24,Segunda-feira,26,9
34736,Grand Rapids,MI,Chevron,9/24/05,14:30,Sábado,24,9
34737,Ann Arbor,MI,Light,9/4/05,21:00,Domingo,4,9
34738,Kent City,MI,Oval,9/3/05,12:45,Sábado,3,9
34739,Carney,MI,Circle,9/2/05,23:48,Sexta-feira,2,9
34740,Shelby,MI,Cigar,9/2/05,13:22,Sexta-feira,2,9
34741,Flint,MI,Disk,9/1/05,15:00,Quinta-feira,1,9
34742,Frankenmuth,MI,Rectangle,10/29/05,07:30,Sábado,29,10
34743,Wellston,MI,Circle,10/20/05,01:00,Quinta-feira,20,10
34744,Pinckney,MI,Light,10/20/05,00:15,Quinta-feira,20,10
34745,Westland,MI,Formation,10/16/05,21:20,Domingo,16,10
34746,Rockford,MI,Fireball,10/5/05,22:00,Quarta-feira,5,10
34747,Grand Rapids,MI,Oval,10/4/05,21:40,Terça-feira,4,10
34748,Waterford,MI,Sphere,10/4/05,20:00,Terça-feira,4,10
34749,Vanderbilt,MI,Circle,10/1/05,08:30,Sábado,1,10
34750,Burr Oak,MI,Disk,11/28/05,22:00,Segunda-feira,28,11
34751,Detroit Michigan,MI,Triangle,11/20/05,23:00,Domingo,20,11
34752,Ypsilanti Township,MI,Formation,11/15/05,03:30,Terça-feira,15,11
34753,Greenville,MI,Circle,11/13/05,17:00,Domingo,13,11
34754,Grand Rapids,MI,Cylinder,11/12/05,17:00,Sábado,12,11
34755,Swartz Creek,MI,Triangle,11/10/05,18:30,Quinta-feira,10,11
34756,Mason (just north of),MI,Sphere,11/5/05,01:00,Sábado,5,11
34757,Edwardsburg,MI,Fireball,11/4/05,04:00,Sexta-feira,4,11
34758,Wyoming,MI,Sphere,11/2/05,19:10,Quarta-feira,2,11
34759,Powers,MI,Fireball,11/1/05,06:40,Terça-feira,1,11
34760,Flint,MI,Triangle,12/19/05,19:00,Segunda-feira,19,12
34761,Sault Ste. Marie,MI,Light,12/18/05,18:14,Domingo,18,12
34762,Sault Ste. Marie,MI,Light,12/13/05,17:28,Terça-feira,13,12
34763,Livonia,MI,Sphere,12/12/05,06:15,Segunda-feira,12,12
34764,Harrison Township,MI,Disk,12/3/05,12:30,Sábado,3,12
34765,Grandville,MI,Sphere,1/26/06,01:00,Quinta-feira,26,1
34766,Westbranch,MI,Light,1/23/06,03:00,Segunda-feira,23,1
34767,Battle Creek,MI,Sphere,1/22/06,19:00,Domingo,22,1
34768,Ann Arbor,MI,Changing,1/2/06,00:00,Segunda-feira,2,1
34769,Saginaw,MI,Flash,2/25/06,09:00,Sábado,25,2
34770,Attica,MI,Light,2/20/06,21:30,Segunda-feira,20,2
34771,Vandercook Lake,MI,Light,2/20/06,18:25,Segunda-feira,20,2
34772,Hudsonville/Allendale/Standale,MI,Sphere,2/12/06,06:00,Domingo,12,2
34773,Grand Rapids,MI,Formation,3/15/06,22:35,Quarta-feira,15,3
34774,Grand Ledge,MI,Triangle,3/15/06,10:15,Quarta-feira,15,3
34775,Bay City,MI,Light,3/11/06,19:00,Sábado,11,3
34776,Lansing,MI,Disk,3/9/06,06:15,Quinta-feira,9,3
34777,Madison Heights,MI,Triangle,3/4/06,20:00,Sábado,4,3
34778,Grand Ledge,MI,Changing,3/4/06,12:40,Sábado,4,3
34779,Charlevoix,MI,Sphere,3/3/06,04:30,Sexta-feira,3,3
34780,Ishpeming,MI,Light,4/26/06,22:50,Quarta-feira,26,4
34781,Newaygo/Croton,MI,Light,4/20/06,22:00,Quinta-feira,20,4
34782,Jackson,MI,Disk,4/16/06,22:35,Domingo,16,4
34783,Hessel,MI,Cigar,4/13/06,03:24,Quinta-feira,13,4
34784,Flint,MI,Triangle,4/11/06,21:15,Terça-feira,11,4
34785,Saline,MI,Disk,5/15/06,00:15,Segunda-feira,15,5
34786,Redford,MI,Sphere,5/6/06,16:30,Sábado,6,5
34787,Flat Rock,MI,Oval,6/30/06,01:00,Sexta-feira,30,6
34788,Sault Ste. Marie,MI,Disk,6/29/06,21:00,Quinta-feira,29,6
34789,Sault Ste. Marie,MI,Cylinder,6/28/06,11:30,Quarta-feira,28,6
34790,Sault Ste. Marie,MI,Rectangle,6/28/06,11:15,Quarta-feira,28,6
34791,Mt. Pleasant,MI,Light,6/18/06,00:00,Domingo,18,6
34792,Bay City,MI,Cylinder,6/12/06,20:00,Segunda-feira,12,6
34793,Howell,MI,Oval,6/6/06,22:00,Terça-feira,6,6
34794,Grand Rapids,MI,Cylinder,6/4/06,12:00,Domingo,4,6
34795,Clinton Township,MI,Disk,6/1/06,17:00,Quinta-feira,1,6
34796,Cedar Springs,MI,Fireball,7/30/06,,Domingo,30,7
34797,Fenton,MI,Disk,7/26/06,00:40,Quarta-feira,26,7
34798,Girard,MI,Oval,7/20/06,04:00,Quinta-feira,20,7
34799,Zilwaukee,MI,Triangle,7/20/06,00:00,Quinta-feira,20,7
34800,Lapeer,MI,Disk,7/18/06,21:30,Terça-feira,18,7
34801,Algonac,MI,Light,7/15/06,23:00,Sábado,15,7
34802,Davison,MI,Light,7/14/06,05:15,Sexta-feira,14,7
34803,Clarklake,MI,Light,7/13/06,23:45,Quinta-feira,13,7
34804,Manchester,MI,Light,7/13/06,05:30,Quinta-feira,13,7
34805,Ann Arbor,MI,Rectangle,7/5/06,13:00,Quarta-feira,5,7
34806,Decatur,MI,Light,7/1/06,00:00,Sábado,1,7
34807,Warren,MI,Flash,8/27/06,23:55,Domingo,27,8
34808,Lake,MI,Oval,8/26/06,01:00,Sábado,26,8
34809,Sterling Heights,MI,Circle,8/23/06,21:00,Quarta-feira,23,8
34810,Evart,MI,Light,8/22/06,23:30,Terça-feira,22,8
34811,Charlotte,MI,Light,8/21/06,22:00,Segunda-feira,21,8
34812,Dearborn,MI,Cigar,8/21/06,14:00,Segunda-feira,21,8
34813,Shelby,MI,Circle,8/19/06,22:00,Sábado,19,8
34814,Eastpointe,MI,Disk,8/17/06,10:30,Quinta-feira,17,8
34815,Lapeer,MI,Triangle,8/16/06,12:45,Quarta-feira,16,8
34816,Ann Arbor,MI,Triangle,8/15/06,16:30,Terça-feira,15,8
34817,Lapeer,MI,Light,8/15/06,11:30,Terça-feira,15,8
34818,Fenton,MI,Triangle,8/12/06,23:00,Sábado,12,8
34819,Holland,MI,Light,8/12/06,03:00,Sábado,12,8
34820,Tapiola,MI,Rectangle,8/6/06,10:30,Domingo,6,8
34821,Warren,MI,Fireball,8/5/06,04:45,Sábado,5,8
34822,Detroit,MI,Sphere,9/15/06,11:00,Sexta-feira,15,9
34823,Sanford/Midland,MI,Triangle,9/11/06,21:00,Segunda-feira,11,9
34824,Sturgis,MI,Light,9/9/06,02:00,Sábado,9,9
34825,Hudsonville,MI,Diamond,9/7/06,12:00,Quinta-feira,7,9
34826,Frankfort,MI,Light,9/3/06,21:30,Domingo,3,9
34827,Shelby Township,MI,Formation,9/2/06,23:45,Sábado,2,9
34828,Traverse City,MI,Circle,9/2/06,23:00,Sábado,2,9
34829,Waterford,MI,Triangle,10/18/06,23:00,Quarta-feira,18,10
34830,St. Joseph,MI,Light,10/16/06,04:30,Segunda-feira,16,10
34831,Pontiac,MI,Light,10/12/06,20:00,Quinta-feira,12,10
34832,Grosse Pointe Woods,MI,Light,10/8/06,23:00,Domingo,8,10
34833,Grand Rapids,MI,Cigar,10/6/06,17:30,Sexta-feira,6,10
34834,Jones,MI,Oval,10/1/06,01:00,Domingo,1,10
34835,Lake Wasahetchie,MI,Chevron,10/1/06,00:00,Domingo,1,10
34836,Fenton,MI,Formation,11/28/06,21:00,Terça-feira,28,11
34837,Ypsilanti,MI,Triangle,11/11/06,23:15,Sábado,11,11
34838,Adrian,MI,Triangle,11/1/06,20:00,Quarta-feira,1,11
34839,Clayton,MI,Circle,12/28/06,21:30,Quinta-feira,28,12
34840,Michigan (southeast portion) (in-flight sighting),MI,Light,12/28/06,06:50,Quinta-feira,28,12
34841,Sanford,MI,Rectangle,12/24/06,20:00,Domingo,24,12
34842,Farmington,MI,Triangle,12/24/06,20:00,Domingo,24,12
34843,Drummond Island,MI,Triangle,12/24/06,10:00,Domingo,24,12
34844,Garden City,MI,Flash,12/18/06,07:22,Segunda-feira,18,12
34845,Manitou Beach,MI,Fireball,12/17/06,18:51,Domingo,17,12
34846,Port Huron,MI,Sphere,12/16/06,06:41,Sábado,16,12
34847,Harbor Springs,MI,Circle,12/15/06,21:48,Sexta-feira,15,12
34848,Niles,MI,Cigar,12/15/06,17:30,Sexta-feira,15,12
34849,Bloomfield,MI,Diamond,12/9/06,22:15,Sábado,9,12
34850,Davison,MI,Circle,1/28/07,13:00,Domingo,28,1
34851,Monroe,MI,Cigar,1/20/07,08:20,Sábado,20,1
34852,Southgate,MI,Triangle,1/16/07,23:45,Terça-feira,16,1
34853,Ludington,MI,Circle,1/10/07,18:30,Quarta-feira,10,1
34854,Pontiac,MI,Sphere,1/9/07,07:35,Terça-feira,9,1
34855,Ypsilanti,MI,Light,1/3/07,07:40,Quarta-feira,3,1
34856,Barton Hills,MI,Diamond,1/3/07,03:45,Quarta-feira,3,1
34857,Clinton Township,MI,Formation,1/2/07,18:30,Terça-feira,2,1
34858,Manitou Beach,MI,Disk,1/1/07,12:00,Segunda-feira,1,1
34859,Berrien Springs,MI,Light,2/8/07,23:00,Quinta-feira,8,2
34860,St. Joseph,MI,Light,2/7/07,22:00,Quarta-feira,7,2
34861,Hastings,MI,Triangle,2/1/07,23:00,Quinta-feira,1,2
34862,Sanford,MI,Triangle,2/1/07,20:45,Quinta-feira,1,2
34863,Kalamazoo,MI,Triangle,3/30/07,21:30,Sexta-feira,30,3
34864,Canton,MI,Formation,3/29/07,21:15,Quinta-feira,29,3
34865,Southgate,MI,Triangle,3/25/07,22:45,Domingo,25,3
34866,Afton,MI,Light,3/11/07,20:00,Domingo,11,3
34867,St. Joseph,MI,Light,3/5/07,21:00,Segunda-feira,5,3
34868,Royal Oak,MI,Light,4/20/07,21:37,Sexta-feira,20,4
34869,Greenville,MI,Light,4/19/07,23:00,Quinta-feira,19,4
34870,St. Clair Shores,MI,Triangle,4/19/07,21:20,Quinta-feira,19,4
34871,Detroit,MI,Light,4/9/07,05:00,Segunda-feira,9,4
34872,Detroit,MI,Fireball,5/31/07,21:30,Quinta-feira,31,5
34873,Ypsilanti,MI,Triangle,5/16/07,01:00,Quarta-feira,16,5
34874,Chatham,MI,Diamond,5/7/07,,Segunda-feira,7,5
34875,Saint Johns,MI,Rectangle,6/30/07,22:30,Sábado,30,6
34876,Grand Rapids,MI,Light,6/28/07,02:30,Quinta-feira,28,6
34877,Marion,MI,Light,6/25/07,03:30,Segunda-feira,25,6
34878,Clarklake,MI,Cigar,6/21/07,20:35,Quinta-feira,21,6
34879,Grand Rapids,MI,Light,6/20/07,01:30,Quarta-feira,20,6
34880,Ortonville,MI,Formation,6/19/07,22:37,Terça-feira,19,6
34881,Clawson,MI,Formation,6/19/07,22:35,Terça-feira,19,6
34882,Kentwood,MI,Circle,6/19/07,22:30,Terça-feira,19,6
34883,Rochester Hills,MI,Light,6/19/07,21:55,Terça-feira,19,6
34884,Commerce Township,MI,Flash,6/17/07,04:45,Domingo,17,6
34885,DeWitt,MI,Circle,6/16/07,22:40,Sábado,16,6
34886,Wayne,MI,Light,6/15/07,22:00,Sexta-feira,15,6
34887,Monroe,MI,Fireball,6/15/07,10:30,Sexta-feira,15,6
34888,St. Helen,MI,Light,6/12/07,22:00,Terça-feira,12,6
34889,New Troy,MI,Light,6/11/07,22:30,Segunda-feira,11,6
34890,Kalamazoo,MI,Triangle,6/7/07,23:00,Quinta-feira,7,6
34891,Romulus/New Boston,MI,Oval,7/31/07,23:00,Terça-feira,31,7
34892,Fostoria,MI,Light,7/31/07,22:20,Terça-feira,31,7
34893,Mackinaw City,MI,Cigar,7/30/07,13:00,Segunda-feira,30,7
34894,Coldwater,MI,Circle,7/29/07,22:30,Domingo,29,7
34895,Brighton,MI,Light,7/23/07,03:30,Segunda-feira,23,7
34896,Glen Arbor,MI,Light,7/22/07,01:00,Domingo,22,7
34897,Canton,MI,Sphere,7/21/07,15:30,Sábado,21,7
34898,Sterling Heights,MI,Light,7/21/07,03:45,Sábado,21,7
34899,Edmore,MI,Fireball,7/20/07,22:45,Sexta-feira,20,7
34900,Otisville,MI,Triangle,7/20/07,01:00,Sexta-feira,20,7
34901,Wyandotte,MI,Fireball,7/19/07,18:12,Quinta-feira,19,7
34902,Eaton Rapids,MI,Sphere,7/15/07,23:00,Domingo,15,7
34903,Frankort,MI,Cigar,7/15/07,14:00,Domingo,15,7
34904,Warren,MI,Light,7/14/07,00:00,Sábado,14,7
34905,Chesterfield,MI,Light,7/13/07,22:00,Sexta-feira,13,7
34906,Detroit,MI,Cigar,7/7/07,10:45,Sábado,7,7
34907,Brighton,MI,Sphere,7/7/07,01:30,Sábado,7,7
34908,Grand Rapids,MI,Light,7/6/07,01:30,Sexta-feira,6,7
34909,Clarklake,MI,Formation,7/4/07,20:20,Quarta-feira,4,7
34910,Saginaw,MI,Triangle,8/31/07,19:30,Sexta-feira,31,8
34911,Roosevelt,MI,Circle,8/27/07,23:00,Segunda-feira,27,8
34912,Cadillac,MI,Rectangle,8/27/07,20:30,Segunda-feira,27,8
34913,Cadillac,MI,Circle,8/26/07,20:30,Domingo,26,8
34914,Baldwin,MI,Fireball,8/25/07,22:30,Sábado,25,8
34915,Gwinn,MI,Triangle,8/23/07,00:00,Quinta-feira,23,8
34916,Lowell,MI,Circle,8/18/07,23:00,Sábado,18,8
34917,Rose City,MI,Light,8/17/07,23:30,Sexta-feira,17,8
34918,Durand,MI,Triangle,8/17/07,23:13,Sexta-feira,17,8
34919,Conklin,MI,Fireball,8/15/07,21:00,Quarta-feira,15,8
34920,Flat Rock,MI,Light,8/15/07,00:00,Quarta-feira,15,8
34921,Saginaw,MI,Triangle,8/12/07,22:20,Domingo,12,8
34922,Coldwater,MI,Light,8/11/07,22:56,Sábado,11,8
34923,Harrison Township,MI,Light,8/11/07,22:00,Sábado,11,8
34924,Clarklake,MI,Flash,8/11/07,15:05,Sábado,11,8
34925,Grand Rapids,MI,Light,8/11/07,04:30,Sábado,11,8
34926,Richmond,MI,Oval,8/10/07,22:15,Sexta-feira,10,8
34927,Flint,MI,Triangle,8/4/07,20:45,Sábado,4,8
34928,Fostoria,MI,Light,8/1/07,22:15,Quarta-feira,1,8
34929,Warren,MI,Formation,9/28/07,20:23,Sexta-feira,28,9
34930,Midland,MI,Circle,9/26/07,19:00,Quarta-feira,26,9
34931,DeWitt,MI,Fireball,9/22/07,21:20,Sábado,22,9
34932,Lawton,MI,Changing,9/22/07,03:15,Sábado,22,9
34933,Sterling Heights,MI,Circle,9/21/07,13:00,Sexta-feira,21,9
34934,Flint,MI,Disk,9/20/07,17:30,Quinta-feira,20,9
34935,Flint,MI,Disk,9/13/07,17:00,Quinta-feira,13,9
34936,Canton,MI,Disk,9/13/07,06:55,Quinta-feira,13,9
34937,Dexter,MI,Formation,9/6/07,01:03,Quinta-feira,6,9
34938,Gwinn,MI,Cigar,9/2/07,23:00,Domingo,2,9
34939,Holland,MI,Formation,9/2/07,19:00,Domingo,2,9
34940,Centreville (Bib Gish Lake),MI,Sphere,9/1/07,23:30,Sábado,1,9
34941,Lansing,MI,Formation,9/1/07,21:40,Sábado,1,9
34942,Roseville,MI,Fireball,9/1/07,21:30,Sábado,1,9
34943,Charlotte,MI,Fireball,9/1/07,21:05,Sábado,1,9
34944,Sterling Heights,MI,Triangle,10/29/07,06:50,Segunda-feira,29,10
34945,Battle Creek,MI,Triangle,10/25/07,20:30,Quinta-feira,25,10
34946,Rochester Hills,MI,Light,10/21/07,02:00,Domingo,21,10
34947,Haslett,MI,Light,10/20/07,23:00,Sábado,20,10
34948,Grand Rapids,MI,Circle,10/20/07,21:00,Sábado,20,10
34949,Clinton Township,MI,Disk,10/19/07,21:14,Sexta-feira,19,10
34950,Boyne Falls,MI,Triangle,10/4/07,23:00,Quinta-feira,4,10
34951,Ann Arbor,MI,Circle,10/4/07,18:45,Quinta-feira,4,10
34952,Detroit,MI,Disk,10/4/07,06:00,Quinta-feira,4,10
34953,Canton Township,MI,Light,10/3/07,17:15,Quarta-feira,3,10
34954,Stanton,MI,Circle,10/2/07,,Terça-feira,2,10
34955,Grand Haven,MI,Triangle,11/7/07,04:10,Quarta-feira,7,11
34956,Auburn,MI,Triangle,11/5/07,23:00,Segunda-feira,5,11
34957,Sterling Heights,MI,Flash,12/19/07,20:00,Quarta-feira,19,12
34958,Benzie County,MI,Triangle,12/10/07,18:45,Segunda-feira,10,12
34959,Mount Pleasant,MI,Triangle,12/5/07,22:51,Quarta-feira,5,12
34960,Brownstown,MI,Oval,1/18/08,20:00,Sexta-feira,18,1
34961,Ypslianti,MI,Changing,1/8/08,00:00,Terça-feira,8,1
34962,Ann Arbor,MI,Light,2/27/08,06:32,Quarta-feira,27,2
34963,Oscoda,MI,Cylinder,2/21/08,19:30,Quinta-feira,21,2
34964,Armada,MI,Cigar,2/21/08,17:30,Quinta-feira,21,2
34965,Kingsford,MI,Light,2/18/08,19:45,Segunda-feira,18,2
34966,Haslett,MI,Triangle,2/17/08,00:00,Domingo,17,2
34967,Kalamazoo,MI,Changing,2/14/08,05:32,Quinta-feira,14,2
34968,Jenison,MI,Triangle,2/12/08,19:50,Terça-feira,12,2
34969,Hastings,MI,Triangle,3/24/08,21:15,Segunda-feira,24,3
34970,Big Rapids,MI,Fireball,3/10/08,07:10,Segunda-feira,10,3
34971,Kalamazoo,MI,Light,3/8/08,01:00,Sábado,8,3
34972,Sterling Heights,MI,Light,4/29/08,23:00,Terça-feira,29,4
34973,Hamtramck,MI,Disk,4/27/08,14:00,Domingo,27,4
34974,Grand Rapids,MI,Light,4/17/08,23:45,Quinta-feira,17,4
34975,Waterford,MI,Chevron,4/12/08,22:51,Sábado,12,4
34976,Niles,MI,Disk,4/5/08,16:25,Sábado,5,4
34977,Durand,MI,Light,4/4/08,21:30,Sexta-feira,4,4
34978,Sterling Heights,MI,Light,5/25/08,21:08,Domingo,25,5
34979,Chelsea,MI,Formation,5/23/08,02:00,Sexta-feira,23,5
34980,Edwardsburg,MI,Triangle,5/22/08,22:30,Quinta-feira,22,5
34981,Hamilton area,MI,Oval,5/18/08,15:00,Domingo,18,5
34982,Grand Blanc,MI,Light,5/17/08,00:30,Sábado,17,5
34983,Flint,MI,Light,5/14/08,00:15,Quarta-feira,14,5
34984,Flint,MI,Light,5/14/08,00:13,Quarta-feira,14,5
34985,Howell,MI,Light,5/9/08,18:00,Sexta-feira,9,5
34986,Ann Arbor,MI,Triangle,6/30/08,22:40,Segunda-feira,30,6
34987,Hale,MI,Light,6/30/08,02:00,Segunda-feira,30,6
34988,Hazel Park,MI,Circle,6/28/08,22:30,Sábado,28,6
34989,Lake Orion,MI,Fireball,6/27/08,21:30,Sexta-feira,27,6
34990,Gladstone,MI,Disk,6/25/08,23:30,Quarta-feira,25,6
34991,Novi,MI,Circle,6/21/08,22:45,Sábado,21,6
34992,Attica,MI,Circle,6/14/08,10:30,Sábado,14,6
34993,Attica,MI,Oval,6/13/08,22:30,Sexta-feira,13,6
34994,Bay City,MI,Triangle,6/12/08,00:45,Quinta-feira,12,6
34995,Edwardsburg,MI,Cigar,6/11/08,23:30,Quarta-feira,11,6
34996,Portage,MI,Light,6/11/08,03:00,Quarta-feira,11,6
34997,Edwardsburg,MI,Changing,6/10/08,23:00,Terça-feira,10,6
34998,Portage,MI,Sphere,6/8/08,15:30,Domingo,8,6
34999,Portage,MI,Sphere,6/8/08,15:30,Domingo,8,6
35000,Dowagiac,MI,Light,6/8/08,15:00,Domingo,8,6
35001,Brooklyn,MI,Triangle,6/7/08,22:00,Sábado,7,6
35002,Coldwater,MI,Cigar,6/1/08,13:00,Domingo,1,6
35003,Rochester Hills,MI,Light,7/31/08,23:00,Quinta-feira,31,7
35004,Rochester Hills,MI,Light,7/31/08,23:00,Quinta-feira,31,7
35005,Marquette,MI,Sphere,7/31/08,16:00,Quinta-feira,31,7
35006,Warren,MI,Light,7/30/08,07:00,Quarta-feira,30,7
35007,Sterling Heights,MI,Light,7/27/08,23:45,Domingo,27,7
35008,Lapeer,MI,Circle,7/23/08,01:15,Quarta-feira,23,7
35009,Hamburg,MI,Light,7/21/08,22:30,Segunda-feira,21,7
35010,Milford Township,MI,Light,7/21/08,00:03,Segunda-feira,21,7
35011,Fremont,MI,Fireball,7/20/08,23:30,Domingo,20,7
35012,West Bloomfield,MI,Sphere,7/20/08,23:15,Domingo,20,7
35013,Midland,MI,Triangle,7/20/08,22:30,Domingo,20,7
35014,Ann Arbor,MI,Triangle,7/20/08,21:35,Domingo,20,7
35015,Trenton,MI,Changing,7/17/08,19:30,Quinta-feira,17,7
35016,Caseville,MI,Light,7/17/08,03:30,Quinta-feira,17,7
35017,Ontonagon,MI,Triangle,7/12/08,08:00,Sábado,12,7
35018,Cedar Springs,MI,Light,7/12/08,03:00,Sábado,12,7
35019,Burton,MI,Fireball,7/5/08,22:45,Sábado,5,7
35020,Bay City,MI,Triangle,7/5/08,22:00,Sábado,5,7
35021,Canton,MI,Changing,7/5/08,15:37,Sábado,5,7
35022,Rothbury,MI,Fireball,7/5/08,15:30,Sábado,5,7
35023,Lansing,MI,Light,7/5/08,08:00,Sábado,5,7
35024,Jamestown,MI,Diamond,7/4/08,23:08,Sexta-feira,4,7
35025,Novi,MI,Fireball,7/4/08,23:00,Sexta-feira,4,7
35026,Lincoln Park,MI,Sphere,7/4/08,22:00,Sexta-feira,4,7
35027,Saginaw,MI,Circle,7/4/08,22:00,Sexta-feira,4,7
35028,Kentwood,MI,Sphere,7/4/08,21:30,Sexta-feira,4,7
35029,Novi,MI,Formation,7/4/08,20:00,Sexta-feira,4,7
35030,Milan,MI,Light,7/4/08,01:22,Sexta-feira,4,7
35031,Brighton,MI,Light,7/4/08,01:15,Sexta-feira,4,7
35032,West Bloomfield,MI,Circle,7/3/08,22:50,Quinta-feira,3,7
35033,Greenville,MI,Triangle,7/2/08,15:01,Quarta-feira,2,7
35034,Selfridge Air National Guard,MI,Disk,8/27/08,13:00,Quarta-feira,27,8
35035,St. Clair Shores,MI,Triangle,8/24/08,22:00,Domingo,24,8
35036,Gaylord,MI,Light,8/23/08,11:00,Sábado,23,8
35037,Fenton,MI,Changing,8/21/08,23:04,Quinta-feira,21,8
35038,Buchanan,MI,Rectangle,8/19/08,22:00,Terça-feira,19,8
35039,Detroit,MI,Circle,8/10/08,11:30,Domingo,10,8
35040,Niles,MI,Triangle,8/9/08,02:00,Sábado,9,8
35041,Sterling Heights,MI,Circle,8/3/08,23:00,Domingo,3,8
35042,Dearborn,MI,Oval,8/2/08,11:15,Sábado,2,8
35043,Novi,MI,Sphere,9/27/08,23:20,Sábado,27,9
35044,Big Rapids,MI,Light,9/26/08,06:25,Sexta-feira,26,9
35045,Clinton,MI,Sphere,9/25/08,02:09,Quinta-feira,25,9
35046,Lake Orion,MI,Circle,9/23/08,23:00,Terça-feira,23,9
35047,West Bloomfield,MI,Triangle,9/23/08,22:14,Terça-feira,23,9
35048,Vassar,MI,Fireball,9/17/08,23:00,Quarta-feira,17,9
35049,Flat Rock,MI,Rectangle,9/10/08,20:00,Quarta-feira,10,9
35050,Macomb,MI,Oval,9/7/08,17:00,Domingo,7,9
35051,Quincy,MI,Formation,9/6/08,21:10,Sábado,6,9
35052,Nunica,MI,Circle,9/2/08,01:25,Terça-feira,2,9
